_id,publisher,statementOfResp,sysNumbers,title,type
995863350102311,"Yorkshire Television [production company] ; | Document Associates [releaser,","Yorkshire Television ; produced by Tony Essex.","(TU)000586335UTK01 | 617002 | (OCoLC)08381632","The Ragged revolution the romance and the reality of the Mexican revolution, 1910 to 1920 /","projected medium"
996311680102311,"University of California, Extension Media Center,",,"(TU)000631168UTK01 | 663860 | (OCoLC)03421401","Cantometrics : a method in musical anthropology /","projected medium"
996396980102311,"Visual Publications,",,"(TU)000639698UTK01 | 672551 | (OCoLC)07241595","The History of the European theatre","projected medium"
996464710102311,"Films for the Humanities,",,"(TU)000646471UTK01 | 679428 | (OCoLC)10329925","Wagner's Ring.","projected medium"
996464690102311,"Films for the Humanities,",,"(TU)000646469UTK01 | 679426 | (OCoLC)10329979","Wagner's Ring.","projected medium"
996464670102311,"Films for the Humanities,",,"(TU)000646467UTK01 | 679424 | (OCoLC)10329956","Wagner's Ring.","projected medium"
995761760102311,,,"(TU)000576176UTK01 | 606149","Indian history for young folks","three-dimensional artifact or naturally occurring object"
995822760102311,"CRM/McGraw-Hill Films,","CRM Productions.","(TU)000582276UTK01 | 612615 | (OCoLC)08711059","A Case of working smarter, not harder","projected medium"
996402140102311,"Science-Thru-Media Co.,","Norman S. Neidell.","(TU)000640214UTK01 | 673073 | (OCoLC)12429484","Stratigraphic modeling and interpretation geophysical principles and techniques /","projected medium"
996057130102311,"Media Guild,","produced by BBC-TV/Open Univerisity.","(TU)000605713UTK01 | 637217 | (OCoLC)11546444","Lavas of Etna","projected medium"
996408840102311,"Scholastic Magazines,",,"(TU)000640884UTK01 | 673757 | (OCoLC)04588507","Humor and satire","projected medium"
995800590102311,"Columbia Pictures Media Entertainment,","[an] Almi/Cinema 5 film ; produced by the Greek Film Centre ; written and directed by Michael Cacoyannis.","(TU)000580059UTK01 | 610257 | (OCoLC)08894084",Iphigenia,"projected medium"
996341950102311,"Harper & Row, Publishers,",,"(TU)000634195UTK01 | 666933 | (OCoLC)03501678","Women artists the twentieth century.","projected medium"
995706780102311,"Association pour la diffusion de la pensÃ©e francÌaise, [1983]","by Scientific and Cultural Department.","(TU)000570678UTK01 | 600187 | (OCoLC)09982094","Men and their planet","projected medium"
996193790102311,"Hollywood Home Theatre,","directed by King Vidor ; produced by Samuel Goldwyn.","(TU)000619379UTK01 | 651536 | (OCoLC)11618068","Street scene","projected medium"
995841480102311,,,"(TU)000584148UTK01 | 614644 | (OCoLC)11404134","The Ceramic world of Shiro Otani","projected medium"
996264660102311,"Films Incorporated,","BBC-TV, in association with CBC, KCET, and OECA.","(TU)000626466UTK01 | 659059 | (OCoLC)03131969","The Age of uncertainty a personal view by John Kenneth Galbraith /","projected medium"
996165770102311,,,"(TU)000616577UTK01 | 648695","The American Mother Goose","three-dimensional artifact or naturally occurring object"
995874880102311,,,"(TU)000587488UTK01 | 618210","The night before Christmas","three-dimensional artifact or naturally occurring object"
996370830102311,"Films for the Humanities,","by William Shakespeare ; directed for the stage by Sarah Caldwell ; produced for television by John Goberman and Richmond Crinkley ; directed by Kirk Browning.","(TU)000637083UTK01 | 669865 | (OCoLC)10784600",Macbeth,"projected medium"
996099110102311,"Ayd Medical Communications,",,"(TU)000609911UTK01 | 641691 | (OCoLC)04969187","Drug induced extrapyramidal reactions.","projected medium"
996278940102311,"University of Tennessee,","University of Tennessee Research Corp.","(TU)000627894UTK01 | 660539 | (OCoLC)04726852","Vantage point","projected medium"
995808990102311,"Thorn EMI Video,","Who Films Ltd.","(TU)000580899UTK01 | 611137 | (OCoLC)10306189","The kids are alright","projected medium"
995830320102311,"MTI Teleprograms,","Gannett Broadcasting Group ; producers, Collin Siedor, Steve Byerly ; writer, Collin Siedor.","(TU)000583032UTK01 | 613435 | (OCoLC)09943577","Epidemic! kids, drugs, and alcohol","projected medium"
995969330102311,"Broadside Press,","Paul Congo and Jackie Wright.","(TU)000596933UTK01 | 628126 | (OCoLC)10612888","Nimrod Workman.","projected medium"
996413290102311,"CBS/FOX Video,","Media Lab Ltd.","(TU)000641329UTK01 | 674206 | (OCoLC)10804411","Herbie Hancock and the Rockit Band","projected medium"
995681520102311,,,"(TU)000568152UTK01 | 597338",Poems,"three-dimensional artifact or naturally occurring object"
996091890102311,"Pitman-Moore,","C. E. Short, R. R. Paddleford.","(TU)000609189UTK01 | 640934 | (OCoLC)10626992","Dissociative anesthesia.","projected medium"
996407220102311,"Encyclopaedia Britannica Educational Corp.,",,"(TU)000640722UTK01 | 673593 | (OCoLC)05662843","The new tenant /","projected medium"
995707870102311,"Educational Media International,",,"(TU)000570787UTK01 | 600305 | (OCoLC)09982264","Our mineral world","projected medium"
995969470102311,,"by Martha Lee Osborne ; adapted and directed by Faye D. Julian.","(TU)000596947UTK01 | 628140 | (OCoLC)10613988","Genuine risk","projected medium"
995875320102311,,,"(TU)000587532UTK01 | 618254","Stardust Mother Goose","three-dimensional artifact or naturally occurring object"
995750520102311,"National Geographic Society, Educational Services,","National Geographic Society.","(TU)000575052UTK01 | 604940 | (OCoLC)10344574","Fossils, clues to the past","projected medium"
996404980102311,"Time-Life Multimedia,","BBC-TV and Time-Life Films.","(TU)000640498UTK01 | 673365 | (OCoLC)18204237",Candide,"projected medium"
996101330102311,"Museum of Modern Art,",,"(TU)000610133UTK01 | 641927 | (OCoLC)09957914","Bonus march 1932","projected medium"
995941810102311,"College of Veterinary Medicine, University of Tennessee,","Michael A. Walker.","(TU)000594181UTK01 | 625246 | (OCoLC)11482006","Thoracic inlet, thoracic trachea, and bronchial collapse","projected medium"
996224580102311,"Chadwyck-Healey ; | Somerset House,",,"(TU)000622458UTK01 | 654746 | (OCoLC)07655576","America 1935-1946","projected medium"
997740970102311,"Filmakers Library,","written by Sid Rosenzweig ; a film by Steve Holloway.","(TU)000774097UTK01 | 810021 | (OCoLC)12300558","Granby's primates a captive life /","projected medium"
997805400102311,"View Video,","[George Frideric Handel].","(TU)000780540UTK01 | 816639 | (OCoLC)15324420","Julius Caesar","projected medium"
997922250102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer Judith Vecchione ; produced & written by Peter Bull & Joseph Tovares.","(TU)000792225UTK01 | 828939 | (OCoLC)27772731","The Americans","projected medium"
998037290102311,"Motion Picture and Audio-visual Markets Division, Kodak,",,"(TU)000803729UTK01 | 840778 | (OCoLC)06347943","Multi-image production packet.","projected medium"
997778880102311,"PBS Video,","Corporation for Entertainment & Learning.","(TU)000777888UTK01 | 813916 | (OCoLC)18103147","The Image makers","projected medium"
997824140102311,"M. Blackwood Productions,","executive producer, Peter Brugger ; produced and directed by Michael Blackwood ; a coproduction, Michael Blackwood Productions, SaarlÃ¤ndischer Rundfunk.","(TU)000782414UTK01 | 818600 | (OCoLC)20781187","Tadao Ando","projected medium"
997984430102311,"Instructional Media Services Television, University of Washington,","by David L. Boushey.","(TU)000798443UTK01 | 835407 | (OCoLC)13029665","Combat for the stage & screen","projected medium"
997748110102311,"EncyclopÃ¦dia Britannica Educational Corp.",,"(TU)000774811UTK01 | 810745 | (OCoLC)12589330","Aristotle's ethics the theory of happiness.","projected medium"
997884060102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788406UTK01 | 824895 | (OCoLC)28053948","Music education support groups","projected medium"
997899510102311,"Films for the Humanities,",,"(TU)000789951UTK01 | 826550 | (OCoLC)23276118","Arnold Schoenberg my evolution.","projected medium"
997952350102311,"Kino Video,","D.W. Griffith.","(TU)000795235UTK01 | 832025 | (OCoLC)28228723","Corner in wheat & selected Biograph shorts, 1909-1913 /","projected medium"
997857210102311,"Video Artists International,","produced by Video Artists International in association with New England Conservatory.","(TU)000785721UTK01 | 822067 | (OCoLC)24888001","BidÃº SayÃ£o in opera & song","projected medium"
997881200102311,"Deutsche Grammophon Video,","music by Richard Strauss ; based on the play by Oscar Wilde ; German translation by Hedwig Lachmann.","(TU)000788120UTK01 | 824598 | (OCoLC)25390871",Salome,"projected medium"
997922160102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written and directed by David Ash.","(TU)000792216UTK01 | 828930 | (OCoLC)27746912","The Garden of forking paths","projected medium"
997836420102311,"Filmakers Library,","Caritas Productions, Simon Fraser University.","(TU)000783642UTK01 | 819845 | (OCoLC)27651585","Old English--Beowulf","projected medium"
997910380102311,"[released by] A-1 Video ; | [distributed by] Festival Films,","Keystone Film Company.","(TU)000791038UTK01 | 827658 | (OCoLC)21028212","Arbuckle festival","projected medium"
997910690102311,"MTI/Film & Video,",,"(TU)000791069UTK01 | 827689 | (OCoLC)25137608","True colors","projected medium"
998034100102311,"The Administration : distributed by Screenscope,","United States National Aeronautics and Space Administration.","(TU)000803410UTK01 | 840453 | (OCoLC)04596631",Universe.,"projected medium"
997804830102311,"Social Issues Resources Series, Inc.,","Discovery Productions, Inc.","(TU)000780483UTK01 | 816582 | (OCoLC)19033584","The history of bands in America","projected medium"
997835970102311,"Video Artists International,",,"(TU)000783597UTK01 | 819799 | (OCoLC)27799548","Renata Scotto in concert","projected medium"
997828880102311,"Video Artists International,",,"(TU)000782888UTK01 | 819080 | (OCoLC)24470154","Victoria de los Angeles : the jubilee recital.","projected medium"
997927440102311,"Infosource],","Thirteen/WNET ; Jerry Kupcinet, director.","(TU)000792744UTK01 | 829464 | (OCoLC)28237169","Charlie Rose show no. 3003 /","projected medium"
997906980102311,"BFA Educational Media,","a Paul Burnford production; associate producer, Jack D. Stoops.","(TU)000790698UTK01 | 827317 | (OCoLC)28165010","Rhythm and movement in art","projected medium"
997910580102311,"Films for the Humanities,",,"(TU)000791058UTK01 | 827678 | (OCoLC)09317057","The Rise of Greek tragedy Sophocles : Oedipus the king.","projected medium"
997925820102311,"Kino on Video,","Kantoku, Shinoda Masahiro ; seisaku HyÅgensha, ShÅchiku Eiga.","(TU)000792582UTK01 | 829301 | (OCoLC)24195537","Yari no Gonza Gonza the spearman /","projected medium"
997829740102311,"Kultur International Films,","EMI Records Ltd.","(TU)000782974UTK01 | 819169 | (OCoLC)25475882","Maria Callas life and art /","projected medium"
997791710102311,"Video Artists International,","New England Conservatory.","(TU)000779171UTK01 | 815252 | (OCoLC)24726977","Presenting Joan Sutherland","projected medium"
997884110102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788411UTK01 | 824900 | (OCoLC)28054115","History of popular music","projected medium"
997881210102311,"Philips Classics Productions ;","Richard Wagner.","(TU)000788121UTK01 | 824599 | (OCoLC)25416330","Die Meistersinger von NÃ¼rnberg","projected medium"
997922230102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written, poduced and directed by Marc DeBeaufort.","(TU)000792223UTK01 | 828937 | (OCoLC)27772691","Get up, stand up","projected medium"
997824880102311,"Home Vision,","by Giacomo Puccini ; libretto by Giuseppe Giacosa, Luigi Illica ; co-produced by RM Arts and Pioneer LDC in association with RTSI ; producer, Judy Flannery ; general director, Lotfi Mansouri ; stage director, Francesca Zambello ; directed for video by Brian Large.","(TU)000782488UTK01 | 818674 | (OCoLC)22852937","La BohÃ¨me","projected medium"
997827070102311,"Kultur International Films,","Callas International, B.V.","(TU)000782707UTK01 | 818896 | (OCoLC)16652762","Maria Callas Hamburg concert 1962","projected medium"
997884040102311,"Films for the Humanities,","written by Vivian Perlis ; directed by Allan Miller ; producer, Ruth Leon.","(TU)000788404UTK01 | 824893 | (OCoLC)19029995","Aaron Copland a self-portrait /","projected medium"
997922200102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written, produced and directed by Rachel Field, Juan Mendelbaum.","(TU)000792220UTK01 | 828934 | (OCoLC)27752712","In women's hands","projected medium"
997885480102311,"U.S. Dept. of Agriculture, Human Nutrition Information Service,",,"(TU)000788548UTK01 | 825040 | (OCoLC)27781120","Food guide pyramid a guide to daily food choices.","two-dimensional nonprojectable graphic"
997984400102311,"Pacific Arts Video,","Svenska Filminstitutet ; an Orion Classics release.","(TU)000798440UTK01 | 835404 | (OCoLC)16274727","The Sacrifice","projected medium"
997922220102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written, produced and directed by Juan Mandelbaum.","(TU)000792222UTK01 | 828936 | (OCoLC)27752801","Builders of images","projected medium"
997794690102311,"Video Artists International,","Video Artists International, in association with New England Conservatory.","(TU)000779469UTK01 | 815552 | (OCoLC)25139496","Roberta Peters in opera and song","projected medium"
997803020102311,"Distributed by Women Make Movies with b&w sequences","Women's Studies, Inc. ; a film by Midge Mackenzie.","(TU)000780302UTK01 | 816399 | (OCoLC)26786447",Motherlove,"projected medium"
997884100102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788410UTK01 | 824899 | (OCoLC)28054095","The Child's singing voice","projected medium"
997864020102311,"Research Press,","produced by Behavioral Images with Research Press ; directed and written by Phil Stockton and John Gottman.","(TU)000786402UTK01 | 822773 | (OCoLC)14987999","Behavioral interviewing with couples","projected medium"
997807470102311,"Bel Canto/Paramount Home Video,","New York City Opera.","(TU)000780747UTK01 | 816849 | (OCoLC)25538720",Manon,"projected medium"
997832000102311,"GPN,","The Nebraska ETV Network.","(TU)000783200UTK01 | 819396 | (OCoLC)24498700","Sounding brass","projected medium"
997922190102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written, produced and directed by Lourdes Portillo.","(TU)000792219UTK01 | 828933 | (OCoLC)27752747","Mirrors of the heart","projected medium"
997858870102311,"Video Artists International,","Video Artists International, in association with New England Conservatory.","(TU)000785887UTK01 | 822238 | (OCoLC)25139489","Robert Merrill in opera and song","projected medium"
997926520102311,"New Yorker Films,",,"(TU)000792652UTK01 | 829371 | (OCoLC)21062514","They don't wear black tie","projected medium"
997859070102311,"Video Artists International,",,"(TU)000785907UTK01 | 822258 | (OCoLC)23158764","Eleanor Steber in opera and song","projected medium"
997926020102311,"First Light Video Publishing,","College of Communication, Boston University.","(TU)000792602UTK01 | 829321 | (OCoLC)25471648","TV newsroom : news gathering","projected medium"
998039250102311,"Crystal Productions,",,"(TU)000803925UTK01 | 840982 | (OCoLC)26387395","Paul Soldner thrown and altered clay : a retrospective.","projected medium"
997923300102311,"Films for the Humanities & Sciences [distributor],","produced by Mark Olshaker and Larry Klein ; directed by Larry Klein ; written by Mark Olshaker ; executive producer, Paula S. Apsell ; a production of Mercury Productions in association with WGBH Boston.","(TU)000792330UTK01 | 829046 | (OCoLC)27268758","Mind of a serial killer","projected medium"
997743660102311,"Dept. of Television Services, University of Tennessee,","presented by J.M. Armistead.","(TU)000774366UTK01 | 810292","The love poems of John Donne.","projected medium"
997807490102311,"Kultur Internation Films,",Kultur.,"(TU)000780749UTK01 | 816851 | (OCoLC)18591056","I live for art Tosca /","projected medium"
997884010102311,"Video Artists International,","produced by Video Artists International in association with New England Conservatory.","(TU)000788401UTK01 | 824890 | (OCoLC)26148270","Dorothy Kirsten in opera and song","projected medium"
997884050102311,"Films for the Humanities,",,"(TU)000788405UTK01 | 824894 | (OCoLC)18853034","George Frideric Handel honour, profit and pleasure","projected medium"
997807180102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Department of Education by South Carolina ETV.","(TU)000780718UTK01 | 816819 | (OCoLC)27656897","Integrating the arts","projected medium"
997923360102311,"Films for the Humanities and Sciences,",,"(TU)000792336UTK01 | 829053 | (OCoLC)28054177","Sensei learning music with Dr. Suzuki.","projected medium"
997790590102311,"Caris Music Services,","David Liebman ; directed and produced by David Liebman, Gene Perla, Caris Liebman.","(TU)000779059UTK01 | 815135 | (OCoLC)27211597","The Improvisor's guide to transcription","projected medium"
997831890102311,"California Newsreel,","produced and directed by Louis Guida ; a Co-Media production.","(TU)000783189UTK01 | 819385 | (OCoLC)26952017","Saturday night, Sunday morning the travels of Gatemouth Moore /","projected medium"
997922240102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; directed by Marc DeBeaufort, Yezid Campos.","(TU)000792224UTK01 | 828938 | (OCoLC)27772711","Fire in the mind","projected medium"
997884030102311,"Films for the Humanities,",,"(TU)000788403UTK01 | 824892 | (OCoLC)17683036","Fryderyk Franciszek Chopin","projected medium"
997857230102311,"Video Artists International,","produced by Video Artists International in association with New England Conservatory.","(TU)000785723UTK01 | 822069 | (OCoLC)26148456","Helen Traubel in opera and song","projected medium"
997790400102311,"Films for the Humanities & Sciences,","Thames Colour Productions ; a presentation of Films for the Humanities & Sciences ; production assistance, Christine Hill ; executive producer, Diana Potter ; produced & directed by David Hodgson.","(TU)000779040UTK01 | 815116 | (OCoLC)27351654","Early music education with Suzuki","projected medium"
997881230102311,"Films for the Humanities,","Films for the Humanities.","(TU)000788123UTK01 | 824601 | (OCoLC)17355674","Johann Sebastian Bach a documentary portrait /","projected medium"
997864880102311,"Veda Film,","a film by Oliver Statler.","(TU)000786488UTK01 | 822863 | (OCoLC)27447944","Japanese pilgrimage the pilgrimage to the eighty-eight sacred places of Shikoku /","projected medium"
997877010102311,"London,","music by Claudio Monteverdi ; libretto by Giovanni Francesco Busenello ; directed and designed by Jean-Pierre Ponnelle.","(TU)000787701UTK01 | 824172 | (OCoLC)26165699","L'incoronazione di Poppea","projected medium"
997861790102311,,"produced by William Starr under the auspices of the Suzuki Talent Education Association of Knoxville and the Music Dept. of the University of Tennessee.","(TU)000786179UTK01 | 822547","Suzuki-Starr videotapes","projected medium"
998040780102311,"Inner-Tube Video,","producer-director, Paul Tschinkel.","(TU)000804078UTK01 | 841136 | (OCoLC)20190225","Jean-Michel Basquiat (1960-1988)","projected medium"
997884070102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788407UTK01 | 824896 | (OCoLC)28054017","Computer programs for writing music","projected medium"
997858490102311,"Video Artists International,",,"(TU)000785849UTK01 | 822198 | (OCoLC)26020404","Eleanor Steber in opera and song, vol. 2","projected medium"
997884080102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788408UTK01 | 824897 | (OCoLC)28054042","Electronic music devices an overview /","projected medium"
997922170102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written, produced, and directed by Rachel Field.","(TU)000792217UTK01 | 828931 | (OCoLC)27746944","Capital sins","projected medium"
997861600102311,"Videotapes, Center for Cuban Studies,","Cuban Institute of Art and Film Industry.","(TU)000786160UTK01 | 822521 | (OCoLC)14708106","The First charge of the machete","projected medium"
997899520102311,"Films for the Humanities & Sciences,","producer, Jim Berrow ; director, Barrie Gavin.","(TU)000789952UTK01 | 826551 | (OCoLC)27929091","John Adams, minimalism and beyond","projected medium"
997880780102311,,"produced for Equal Educational Opportunities Program, U.S. Office of Education ; produced by Educational Opportunities Planning Center, the University of Tennessee.","(TU)000788078UTK01 | 824555","The Sleeping child","projected medium"
997840300102311,"Kultur International Films, Ltd. [distributor],","CBC Enterprises.","(TU)000784030UTK01 | 820239 | (OCoLC)22045303","StrataSphere starring Teresa Stratas /","projected medium"
997812090102311,"U.S. Dept. of Agriculture,",,"(TU)000781209UTK01 | 817317 | (OCoLC)27231801","World Food Day nutrition, the bridge between food and health.","two-dimensional nonprojectable graphic"
997922210102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer, Judith Vecchione ; written and produced and directed by Veronica L. Young.","(TU)000792221UTK01 | 828935 | (OCoLC)27752780","Miracles are not enough","projected medium"
997805230102311,"TV Ontario ; | RMI Productions [distributor],","World Film Productions and Ontario Educational Communications Authority.","(TU)000780523UTK01 | 816622 | (OCoLC)15236710","Brazil new world in the tropics /","projected medium"
997884090102311,"S.C. ETV,","producer/director, Steve Folks ; produced for the Office of Instructional Technology, State Dept. of Education by South Carolina ETV.","(TU)000788409UTK01 | 824898 | (OCoLC)28054068","Piano labs in music education","projected medium"
997881240102311,"MultiMedia Inc.,",,"(TU)000788124UTK01 | 824602 | (OCoLC)27655429","Doing business internationally : the cross-cultural challenges.","projected medium"
997999680102311,"Mystic Fire Video,",,"(TU)000799968UTK01 | 836968 | (OCoLC)23804374","The Sorceress and the friar","projected medium"
997880790102311,,"produced for Equal Educational Opportunities Program, U.S. Office of Education ; produced by Educational Opportunities Planning Center, the University of Tennessee.","(TU)000788079UTK01 | 824556","A Spirit problem","projected medium"
997832470102311,"Michael Blackwood Productions,","a coproduction of Michael Blackwood Productions [and] Westdeutscher Rundfunk.","(TU)000783247UTK01 | 819445 | (OCoLC)19006327","Frank Gehry","projected medium"
997824100102311,"Michael Blackwood Productions,","produced by Michael Blackwood Productions, Inc. ; in association with Delphi Research, Inc., Tokyo ; producer and director, Michael Blackwood.","(TU)000782410UTK01 | 818596 | (OCoLC)25812745","Arata Isozaki II","projected medium"
997807140102311,"South Carolina Educational Television Network,","producer/director, Steve Folks; produced for the Office of Instructional Technology, State Department of Education, by South Carolina ETV.","(TU)000780714UTK01 | 816815 | (OCoLC)27656909","Planning successful rehearsals","projected medium"
997923550102311,"Library Distributors of America,","[compiled by Debra D. Bass]","(TU)000792355UTK01 | 829073 | (OCoLC)27775622","The True Malcolm X speaks","projected medium"
997979740102311,"Vestron Video,","directed by Henri Safran [i.e. Safron] ; produced by Phillip Emanuel ; screenplay by Tutte Lemkow, Dido Merwin, Henri Safran [i.e. Safron]","(TU)000797974UTK01 | 834937 | (OCoLC)13051167","The Wild duck","projected medium"
997811950102311,"Schering-Plough Animal Health,",,"(TU)000781195UTK01 | 817302 | (OCoLC)27456398","Vitamin E for swine","projected medium"
997946250102311,"L. Janssens ; | Distributed by the International Veterinary Acupuncture Society,","Luc A.A. Janssens.","(TU)000794625UTK01 | 831406 | (OCoLC)14103717","Acupuncture points and meridians in the dog","two-dimensional nonprojectable graphic"
997748100102311,"Encyclopaedia Britannica Educational Corp.,",,"(TU)000774810UTK01 | 810744 | (OCoLC)18064647","Plato's Apology the life and teaching of Socrates.","projected medium"
997824110102311,"M. Blackwood Productions,","a coproduction of Michael Blackwood Productions, Westdeutscher Rundfunk, Sveriges Television AB/SVT ; produced and directed by Michael Blackwood ; narration written and spoken by Suzanne Stephens.","(TU)000782411UTK01 | 818597 | (OCoLC)20720806","Richard Meier","projected medium"
997824070102311,"Michael Blackwood Productions,","writer and consultant, David Shapiro ; director and producer, Michael Blackwood.","(TU)000782407UTK01 | 818593 | (OCoLC)25127684","John Hejduk, builder of worlds a conversation with David Shapiro /","projected medium"
997922180102311,"Annenberg/CPB Collection,","a production of WGBH Boston and Central Television Enterprises for Channel 4, UK ; executive producer ; Judith Vecchione ; produced and directed by Raymond Telles, Marc De Beaufort ; written by Raymond Telles, Judith Vecchione.","(TU)000792218UTK01 | 828932 | (OCoLC)27746994","Continent on the move","projected medium"
998034080102311,"The Center ; | distributed by National Audiovisual Center,","United States Marshall Space Flight Center.","(TU)000803408UTK01 | 840451 | (OCoLC)05644781","Skylab and the Sun.","projected medium"
998005240102311,"Media Methods,","with Jim Meuninck ; co-author, Jim Duke.","(TU)000800524UTK01 | 837535 | (OCoLC)17929086","Edible wild plants","projected medium"
997829730102311,"Kultur International Films,","Callas International, B.V.","(TU)000782973UTK01 | 819168 | (OCoLC)16653644","Maria Callas Hamburg concert 1959","projected medium"
997791700102311,"Video Artists International,","Video Artists International, in association with New England Conservatory.","(TU)000779170UTK01 | 815251 | (OCoLC)25139912","Anna Moffo in opera and song","projected medium"
997841970102311,"Video Artists Internatioal,","Video Artists International.","(TU)000784197UTK01 | 820408 | (OCoLC)27858405","The Magnificent Victoria de los Angeles","projected medium"
997899500102311,"Films for the Humanities,","produced and directed by Tony Scull ; Yorkshire Television Ltd.","(TU)000789950UTK01 | 826549 | (OCoLC)23127988","Bach, masterpieces to order the Leipzig church cantatas /","projected medium"
997824150102311,"Michael Blackwood Productions,","a co-production of Michael Blackwood Productions, Westdeutscher Rundfunk ; produced and directed by Michael Blackwood; narration written by Franz Schulze.","(TU)000782415UTK01 | 818601 | (OCoLC)19006366",Mies,"projected medium"
